,carat,cut,color,clarity,depth,table,price ,x,y,z
29967,0.31,Good,H,SI1,63.6,57,37196.4,4.32,4.33,2.75
29968,0.31,Ideal,H,SI1,62.7,56,37196.4,4.33,4.38,2.73
29969,0.31,Very Good,H,SI1,62.3,55,37196.4,4.34,4.36,2.71
29970,0.31,Very Good,H,SI1,61.1,57,37196.4,4.32,4.35,2.65
29971,0.29,Ideal,F,VVS1,61.1,57,59631,4.26,4.29,2.61
29972,0.32,Ideal,D,SI1,62.1,54,59631,4.4,4.45,2.75
29973,0.32,Ideal,D,SI1,61.5,56,59631,4.41,4.44,2.72
29974,0.32,Ideal,D,SI1,60.9,55,59631,4.45,4.48,2.72
29975,0.32,Ideal,D,SI1,61.5,54,59631,4.42,4.46,2.73
29976,0.35,Ideal,I,IF,61.8,55,59631,4.55,4.57,2.82
29977,0.35,Ideal,I,IF,61.1,56,59631,4.56,4.6,2.8
29978,0.35,Ideal,I,IF,61.5,55,59631,4.53,4.57,2.8
29979,0.38,Very Good,G,VS2,59.7,62,59631,4.66,4.68,2.79
29980,0.39,Very Good,F,VS2,62.1,59,59714.4,4.69,4.71,2.92
29981,0.39,Ideal,G,SI2,60.9,56,59714.4,4.78,4.74,2.9
29982,0.31,Ideal,F,VVS2,61.2,56,59714.4,4.4,4.43,2.7
29983,0.43,Ideal,I,VS2,62,55,59714.4,4.84,4.87,3.01
29984,0.43,Ideal,I,VS2,61.9,54,59714.4,4.87,4.88,3.02
29985,0.43,Ideal,I,VS2,61.8,55,59714.4,4.85,4.89,3.01
29986,0.32,Ideal,E,VS2,61.5,56,59714.4,4.43,4.45,2.73
29987,0.32,Ideal,F,VS1,61.9,57,59714.4,4.38,4.41,2.72
29988,0.32,Ideal,F,VS1,61.9,56,59714.4,4.39,4.43,2.73
29989,0.32,Ideal,F,VS1,61,54,59714.4,4.42,4.44,2.7
29990,0.32,Ideal,F,VS1,61.6,57,59714.4,4.39,4.42,2.71
29991,0.32,Ideal,F,VS1,61.7,56,59714.4,4.39,4.42,2.72
29992,0.32,Ideal,F,VS1,61,56,59714.4,4.45,4.48,2.72
29993,0.43,Ideal,D,SI2,62.6,56,59714.4,4.84,4.88,3.04
29994,0.43,Premium,E,SI2,61.2,59,59714.4,4.82,4.89,2.97
29995,0.43,Ideal,H,SI1,62.5,57,59714.4,4.79,4.84,3.01
29996,0.43,Premium,E,SI2,60.8,58,59714.4,4.86,4.88,2.96
29997,0.43,Premium,D,SI2,62.6,58,59714.4,4.79,4.82,3.01
29998,0.43,Ideal,E,SI2,62.1,56,59714.4,4.84,4.85,3.01
29999,0.43,Ideal,D,SI2,61,57,59714.4,4.81,4.86,2.95
30000,0.43,Very Good,H,SI1,60.2,57,59714.4,4.91,4.93,2.96
30001,0.43,Ideal,E,SI2,61.9,57,59714.4,4.83,4.86,3
30002,0.43,Ideal,H,SI1,62.4,56,59714.4,4.81,4.83,3.01
30003,0.43,Premium,H,SI1,59,58,59714.4,4.93,4.96,2.92
30004,0.43,Ideal,H,SI1,62.3,56,59714.4,4.83,4.86,3.02
30005,0.43,Ideal,H,SI1,61.6,55,59714.4,4.87,4.9,3.01
30006,0.43,Premium,D,SI2,60.7,58,59714.4,4.85,4.91,2.96
30007,0.43,Very Good,E,SI2,62.7,55,59714.4,4.83,4.87,3.04
30008,0.43,Very Good,D,SI2,61.1,58,59714.4,4.86,4.9,2.98
30009,0.43,Very Good,H,SI1,61.5,58,59714.4,4.8,4.86,2.97
30010,0.35,Very Good,E,VS2,61.9,61,59714.4,4.5,4.54,2.8
30011,0.32,Very Good,F,VVS2,62,55,59797.8,4.38,4.42,2.73
30012,0.42,Very Good,F,SI1,63.1,56,59797.8,4.77,4.8,3.02
30013,0.45,Ideal,I,VS2,61.9,54,59797.8,4.92,4.94,3.05
30014,0.38,Ideal,E,VS2,61.5,56,59797.8,4.65,4.69,2.87
30015,0.31,Ideal,H,VS1,61.3,55,59797.8,4.36,4.41,2.69
30016,0.4,Very Good,F,SI1,61.7,62,59797.8,4.71,4.76,2.92
30017,0.42,Premium,G,SI1,62.7,59,59797.8,4.72,4.75,2.97
30018,0.4,Good,H,VS2,63.1,62,59797.8,4.75,4.66,2.97
30019,0.41,Very Good,D,SI1,63,57,59797.8,4.64,4.7,2.94
30020,0.41,Very Good,D,SI1,60.3,63,59797.8,4.78,4.8,2.89
30021,0.41,Good,D,SI1,63.1,57,59797.8,4.68,4.73,2.97
30022,0.41,Very Good,D,SI1,63,56,59797.8,4.75,4.8,3.01
30023,0.36,Ideal,E,VS2,61.3,56,59881.2,4.59,4.61,2.82
30024,0.3,Ideal,D,VS1,62.2,57,59881.2,4.26,4.29,2.66
30025,0.3,Ideal,D,VS1,61.6,54,59881.2,4.34,4.36,2.68
30026,0.36,Ideal,F,SI1,61.6,56,59881.2,4.62,4.57,2.83
30027,0.32,Ideal,G,VS1,62.3,55,59881.2,4.41,4.39,2.74
30028,0.32,Ideal,G,VS1,62.5,57,59881.2,4.37,4.34,2.72
30029,0.43,Good,E,SI1,63.4,56,59881.2,4.77,4.79,3.03
30030,0.35,Premium,E,VS1,62.2,58,59881.2,4.47,4.5,2.79
30031,0.39,Good,F,SI1,63.3,54,59881.2,4.62,4.67,2.94
30032,0.39,Very Good,J,VVS1,61.8,56,59881.2,4.64,4.71,2.89
30033,0.39,Good,H,VS2,63.1,58,59881.2,4.63,4.66,2.93
30034,0.39,Ideal,F,SI1,62.5,55,59881.2,4.63,4.68,2.91
30035,0.35,Ideal,E,VS1,61.5,57,59881.2,4.52,4.55,2.79
30036,0.39,Good,F,SI1,63.6,58,59881.2,4.6,4.65,2.94
30037,0.39,Very Good,J,VVS1,62.5,58,59881.2,4.61,4.67,2.9
30038,0.39,Very Good,J,VVS1,62.8,58,59881.2,4.61,4.66,2.91
30039,0.3,Very Good,D,VVS2,59.3,57,59964.6,4.39,4.41,2.61
30040,0.32,Ideal,D,VS2,61.3,56,59964.6,4.4,4.44,2.71
30041,0.39,Ideal,E,SI1,62.1,53,59964.6,4.69,4.72,2.92
30042,0.33,Ideal,I,IF,61.5,56,59964.6,4.43,4.47,2.74
30043,0.3,Good,D,VVS2,61.6,63,59964.6,4.23,4.27,2.62
30044,0.38,Good,F,VS2,60.3,61,59964.6,4.68,4.71,2.83
30045,0.47,Fair,F,SI2,67.6,57,59964.6,4.81,4.72,3.23
30046,0.41,Premium,G,SI1,61.5,59,59964.6,4.75,4.78,2.93
30047,0.41,Very Good,G,SI1,62.5,57,59964.6,4.69,4.72,2.94
30048,0.41,Premium,G,SI1,62.7,58,59964.6,4.7,4.74,2.96
30049,0.41,Premium,G,SI1,61.4,60,59964.6,4.75,4.82,2.94
30050,0.41,Very Good,G,SI1,62.7,55,59964.6,4.77,4.8,3
30051,0.41,Very Good,G,SI1,60.3,60,59964.6,4.76,4.8,2.88
30052,0.41,Premium,G,SI1,59.1,58,59964.6,4.83,4.88,2.87
30053,0.41,Premium,G,SI1,62.5,58,59964.6,4.75,4.78,2.98
30054,0.41,Premium,G,SI1,61.7,59,59964.6,4.71,4.73,2.91
30055,0.41,Premium,G,SI1,62.6,59,59964.6,4.72,4.77,2.97
30056,0.41,Premium,G,SI1,61.3,58,59964.6,4.76,4.8,2.93
30057,0.41,Premium,G,SI1,61.3,60,59964.6,4.75,4.81,2.93
30058,0.41,Very Good,G,SI1,62.9,56,59964.6,4.7,4.75,2.97
30059,0.41,Ideal,G,SI1,62.6,54,59964.6,4.74,4.78,2.98
30060,0.41,Premium,G,SI1,60.3,59,59964.6,4.76,4.79,2.88
30061,0.32,Premium,G,VS2,61.9,58,60048,4.43,4.36,2.72
30062,0.3,Ideal,G,VVS1,61.8,56,60048,4.34,4.37,2.69
30063,0.31,Ideal,E,VS2,62.5,54,60048,4.33,4.37,2.72
30064,0.34,Ideal,G,VS1,60.6,57,60048,4.52,4.57,2.75
30065,0.3,Ideal,D,VS1,62,57,60048,4.27,4.31,2.66
30066,0.32,Ideal,D,VS1,61.4,56,60048,4.38,4.41,2.7
30067,0.4,Good,H,SI2,63.8,57,60048,4.7,4.67,2.99
30068,0.32,Ideal,G,VS2,59.8,57,60048,4.46,4.43,2.66
30069,0.32,Ideal,G,VS2,60.3,57,60048,4.46,4.43,2.68
30070,0.32,Premium,G,VS2,59.9,57,60048,4.51,4.47,2.69
30071,0.32,Premium,G,VS2,62.3,60,60048,4.4,4.37,2.73
30072,0.32,Ideal,F,SI2,61.7,56,60048,4.44,4.41,2.73
30073,0.32,Premium,E,SI1,61.9,59,60048,4.39,4.36,2.71
30074,0.32,Premium,E,SI1,62.2,57,60048,4.43,4.38,2.74
30075,0.32,Ideal,E,SI1,61.8,55,60048,4.45,4.42,2.74
30076,0.32,Premium,E,SI1,60.1,60,60048,4.47,4.42,2.67
30077,0.32,Very Good,E,SI1,63.2,56,60048,4.38,4.35,2.76
30078,0.4,Good,H,SI2,63.7,59,60048,4.69,4.64,2.97
30079,0.32,Ideal,I,VVS2,63,57,60048,4.37,4.33,2.74
30080,0.32,Premium,I,VVS2,61.9,59,60048,4.38,4.35,2.7
30081,0.32,Premium,I,VVS2,62.1,59,60048,4.38,4.35,2.71
30082,0.32,Ideal,I,VVS2,62.6,54,60048,4.41,4.37,2.75
30083,0.32,Premium,I,VVS2,60.7,59,60048,4.43,4.4,2.68
30084,0.32,Ideal,I,VVS2,61.5,56,60048,4.42,4.4,2.71
30085,0.32,Ideal,H,VS1,60.2,56,60048,4.49,4.44,2.69
30086,0.32,Ideal,H,VS1,61.3,55,60048,4.43,4.41,2.71
30087,0.32,Ideal,H,VS1,61.1,56,60048,4.46,4.44,2.72
30088,0.32,Premium,H,VS1,60.2,58,60048,4.47,4.43,2.68
30089,0.32,Ideal,H,VS1,61.8,55,60048,4.42,4.41,2.73
30090,0.32,Premium,H,VS1,60.5,59,60048,4.42,4.41,2.67
30091,0.32,Premium,H,VS1,60.6,60,60048,4.44,4.4,2.68
30092,0.32,Ideal,H,VS1,63,57,60048,4.39,4.37,2.76
30093,0.32,Premium,H,VS1,61.7,58,60048,4.41,4.37,2.71
30094,0.32,Ideal,H,VS1,62.9,54,60048,4.41,4.37,2.76
30095,0.32,Premium,H,VS1,61.7,61,60048,4.43,4.38,2.72
30096,0.32,Premium,H,VS1,61.7,58,60048,4.44,4.38,2.72
30097,0.32,Ideal,H,VS1,61.5,57,60048,4.42,4.4,2.71
30098,0.32,Ideal,H,VS1,61.9,55,60048,4.42,4.4,2.73
30099,0.32,Ideal,H,VS1,63,55,60048,4.42,4.4,2.78
30100,0.32,Ideal,H,VS1,62.8,55,60048,4.41,4.35,2.75
30101,0.32,Ideal,H,VS1,63,57,60048,4.35,4.32,2.73
30102,0.32,Premium,H,VS1,61.3,60,60048,4.38,4.33,2.67
30103,0.32,Very Good,H,VS1,63.1,57,60048,4.37,4.34,2.75
30104,0.32,Premium,H,VS1,62.4,58,60048,4.4,4.35,2.73
30105,0.32,Premium,H,VS1,62.8,58,60048,4.37,4.35,2.74
30106,0.32,Premium,H,VS1,62.3,58,60048,4.39,4.34,2.72
30107,0.32,Premium,G,VS2,61,59,60048,4.46,4.42,2.71
30108,0.32,Premium,G,VS2,59.8,59,60048,4.52,4.48,2.69
30109,0.32,Premium,G,VS2,60.8,59,60048,4.44,4.41,2.69
30110,0.32,Premium,G,VS2,60.2,57,60048,4.45,4.42,2.67
30111,0.32,Premium,G,VS2,61.1,58,60048,4.45,4.42,2.71
30112,0.32,Ideal,G,VS2,61.4,55,60048,4.46,4.4,2.72
30113,0.32,Premium,G,VS2,60.5,58,60048,4.42,4.41,2.67
30114,0.32,Ideal,G,VS2,61.8,55,60048,4.42,4.41,2.73
30115,0.32,Ideal,G,VS2,61.8,55,60048,4.43,4.41,2.73
30116,0.32,Premium,G,VS2,61.5,60,60048,4.42,4.4,2.71
30117,0.32,Ideal,G,VS2,61.5,57,60048,4.41,4.4,2.71
30118,0.32,Premium,G,VS2,61.5,59,60048,4.42,4.4,2.71
30119,0.32,Ideal,G,VS2,61.6,57,60048,4.41,4.39,2.71
30120,0.32,Ideal,G,VS2,62,57,60048,4.41,4.39,2.73
30121,0.32,Premium,G,VS2,60.7,58,60048,4.42,4.38,2.67
30122,0.32,Ideal,G,VS2,61.8,57,60048,4.42,4.38,2.72
30123,0.32,Ideal,G,VS2,62.5,56,60048,4.42,4.38,2.75
30124,0.32,Ideal,G,VS2,61.4,57,60048,4.4,4.39,2.7
30125,0.32,Ideal,G,VS2,62,57,60048,4.4,4.37,2.72
30126,0.32,Premium,G,VS2,62,59,60048,4.41,4.37,2.72
30127,0.32,Ideal,G,VS2,61.7,57,60048,4.4,4.38,2.71
30128,0.32,Premium,G,VS2,61.2,59,60048,4.41,4.38,2.69
30129,0.32,Ideal,G,VS2,61.8,57,60048,4.4,4.37,2.71
30130,0.32,Premium,G,VS2,62.6,58,60048,4.39,4.37,2.74
30131,0.32,Ideal,G,VS2,61.4,56,60048,4.39,4.37,2.69
30132,0.32,Premium,G,VS2,62.3,58,60048,4.41,4.36,2.73
30133,0.32,Very Good,G,VS2,63.3,54,60048,4.39,4.36,2.77
30134,0.32,Premium,G,VS2,61.5,60,60048,4.39,4.36,2.69
30135,0.32,Premium,G,VS2,62.5,58,60048,4.38,4.36,2.73
30136,0.32,Premium,G,VS2,61.5,58,60048,4.4,4.35,2.69
30137,0.32,Premium,G,VS2,62.1,60,60048,4.39,4.34,2.71
30138,0.32,Premium,G,VS2,62,58,60048,4.38,4.33,2.7
30139,0.32,Premium,G,VS2,62.6,59,60048,4.36,4.33,2.72
30140,0.32,Premium,G,VS2,62.6,60,60048,4.36,4.33,2.72
30141,0.32,Premium,G,VS2,62.4,59,60048,4.36,4.33,2.71
30142,0.32,Premium,G,VS2,61.7,60,60048,4.4,4.32,2.69
30143,0.32,Premium,G,VS2,62.5,60,60048,4.38,4.32,2.72
30144,0.32,Very Good,G,VS2,63.1,57,60048,4.35,4.3,2.73
30145,0.32,Premium,G,VS2,62.8,58,60048,4.35,4.31,2.72
30146,0.32,Ideal,E,SI1,61.9,56,60048,4.43,4.39,2.73
30147,0.32,Premium,E,SI1,60.2,60,60048,4.44,4.39,2.66
30148,0.32,Premium,E,SI1,61.6,56,60048,4.41,4.39,2.71
30149,0.32,Premium,E,SI1,62.3,58,60048,4.4,4.37,2.73
30150,0.32,Very Good,E,SI1,63.4,55,60048,4.36,4.35,2.76
30151,0.32,Very Good,E,SI1,63.1,56,60048,4.39,4.36,2.76
30152,0.32,Premium,E,SI1,62.2,58,60048,4.39,4.36,2.72
30153,0.32,Premium,E,SI1,62.8,57,60048,4.39,4.34,2.74
30154,0.32,Very Good,E,SI1,63.3,56,60048,4.35,4.34,2.75
30155,0.45,Premium,J,SI2,60.9,57,60048,4.95,4.9,3.05
30156,0.5,Very Good,E,I1,63.1,61,60048,5.04,4.97,3.16
30157,0.3,Ideal,E,SI1,61.4,56,60048,4.36,4.33,2.67
30158,0.4,Good,D,SI1,63.1,61,60048,4.67,4.71,2.96
30159,0.4,Good,D,SI1,63.5,55,60048,4.67,4.72,2.98
30160,0.4,Very Good,D,SI1,63,57,60048,4.66,4.7,2.95
30161,0.4,Good,D,SI1,63.3,57,60048,4.68,4.71,2.97
30162,0.4,Very Good,D,SI1,60.3,62,60048,4.7,4.75,2.85
30163,0.4,Good,D,SI1,63.6,57,60048,4.67,4.7,2.98
30164,0.4,Very Good,D,SI1,63,57,60048,4.66,4.7,2.95
30165,0.4,Very Good,D,VS2,60.5,58,60048,4.76,4.82,2.9
30166,0.4,Good,D,SI1,63.1,57,60048,4.69,4.73,2.97
30167,0.4,Very Good,D,SI1,62.5,61,60048,4.66,4.69,2.92
30168,0.32,Very Good,F,VVS2,63,56,60131.4,4.37,4.39,2.76
30169,0.31,Very Good,E,VVS2,64.2,55,60131.4,4.24,4.3,2.74
30170,0.27,Very Good,D,VVS1,62.3,54,60131.4,4.18,4.21,2.61
30171,0.35,Very Good,D,VS2,62.6,56,60131.4,4.48,4.5,2.81
30172,0.38,Ideal,I,VVS2,62,55,60131.4,4.64,4.69,2.89
30173,0.3,Ideal,E,VVS2,62,55,60131.4,4.31,4.34,2.68
30174,0.38,Ideal,G,VS2,61,55,60131.4,4.67,4.71,2.86
30175,0.38,Ideal,G,VS2,59.5,58,60131.4,4.75,4.77,2.83
30176,0.38,Ideal,H,VS1,61.1,55,60131.4,4.68,4.72,2.87
30177,0.29,Ideal,G,IF,61.3,56,60131.4,4.26,4.29,2.62
30178,0.38,Good,H,VS1,64.4,57,60131.4,4.54,4.59,2.94
30179,0.35,Good,G,VS1,58.6,60.5,60131.4,4.62,4.68,2.72
30180,0.39,Premium,H,SI2,62.4,59,60131.4,4.65,4.58,2.88
30181,0.33,Ideal,I,VVS2,61,56,60214.8,4.48,4.51,2.74
30182,0.34,Ideal,G,VVS2,62,55,60214.8,4.47,4.5,2.78
30183,0.34,Ideal,H,VVS1,62.3,54,60214.8,4.46,4.5,2.79
30184,0.31,Ideal,E,VS1,61.6,55,60214.8,4.39,4.41,2.71
30185,0.31,Ideal,E,VS1,61.2,55,60214.8,4.4,4.43,2.7
30186,0.41,Ideal,H,SI1,62.4,53,60214.8,4.78,4.81,2.99
30187,0.41,Ideal,D,SI1,61.3,56,60214.8,4.8,4.82,2.95
30188,0.4,Fair,G,VS2,64.6,55,60214.8,4.62,4.64,2.99
30189,0.35,Ideal,E,VS2,63.5,54,60214.8,4.48,4.43,2.83
30190,0.33,Premium,G,VVS2,61.3,59,60214.8,4.42,4.45,2.72
30191,0.42,Very Good,F,SI1,60.6,61,60214.8,4.83,4.87,2.94
30192,0.42,Very Good,E,SI1,61.5,61,60214.8,4.82,4.87,2.98
30193,0.42,Very Good,E,SI1,59.8,61,60214.8,4.85,4.89,2.91
30194,0.42,Good,F,SI1,63.4,56,60214.8,4.75,4.78,3.02
30195,0.42,Good,F,SI1,63.4,56,60214.8,4.76,4.8,3.03
30196,0.42,Premium,E,SI1,61.5,58,60214.8,4.78,4.84,2.96
30197,0.42,Good,F,SI1,63.6,57,60214.8,4.7,4.76,3.01
30198,0.42,Premium,E,SI1,62,58,60214.8,4.82,4.85,3
30199,0.42,Premium,E,SI1,60,58,60214.8,4.85,4.89,2.92
30200,0.42,Good,F,SI1,63.3,56,60214.8,4.75,4.79,3.02
30201,0.42,Good,F,SI1,63.1,56,60214.8,4.79,4.82,3.03
30202,0.42,Very Good,J,VS2,60.9,58,60298.2,4.81,4.85,2.94
30203,0.42,Very Good,D,SI1,60.2,58,60298.2,4.85,4.89,2.93
30204,0.42,Ideal,J,VS1,62.7,57,60298.2,4.75,4.79,2.99
30205,0.34,Ideal,F,VS1,60.9,57,60298.2,4.53,4.56,2.77
30206,0.4,Ideal,G,SI2,62.5,53,60298.2,4.75,4.79,2.98
30207,0.38,Ideal,G,SI1,61,55,60298.2,4.69,4.73,2.87
30208,0.34,Ideal,E,SI1,60.4,57,60298.2,4.53,4.55,2.74
30209,0.43,Good,E,SI1,60.6,61,60298.2,4.96,4.98,3.01
30210,0.33,Ideal,E,VS2,61,57,60298.2,4.43,4.46,2.71
30211,0.33,Ideal,E,VS2,62.1,57,60298.2,4.41,4.44,2.75
30212,0.33,Ideal,E,VS2,60.3,57,60298.2,4.51,4.54,2.73
30213,0.33,Ideal,E,VS2,62.1,56,60298.2,4.43,4.46,2.76
30214,0.33,Premium,E,VS2,62,59,60298.2,4.39,4.41,2.73
30215,0.33,Ideal,E,VS2,62.3,56,60298.2,4.46,4.47,2.78
30216,0.33,Premium,E,VS2,60.7,58,60298.2,4.47,4.49,2.72
30217,0.33,Ideal,E,VS2,62.3,55,60298.2,4.43,4.46,2.77
30218,0.33,Ideal,E,VS2,62,56,60298.2,4.46,4.48,2.77
30219,0.33,Ideal,E,VS2,61.8,55,60298.2,4.45,4.48,2.76
30220,0.33,Very Good,E,VS2,62.8,56,60298.2,4.41,4.45,2.78
30221,0.33,Premium,E,VS2,60.6,60,60298.2,4.43,4.48,2.7
30222,0.33,Premium,E,VS2,61,60,60298.2,4.42,4.47,2.71
30223,0.33,Premium,E,VS2,61.1,59,60298.2,4.45,4.49,2.73
30224,0.33,Ideal,E,VS2,61.3,55,60298.2,4.46,4.48,2.74
30225,0.33,Premium,E,VS2,61,60,60298.2,4.43,4.46,2.71
30226,0.33,Ideal,E,VS2,60.6,55,60298.2,4.48,4.5,2.72
30227,0.33,Premium,E,VS2,61.5,59,60298.2,4.42,4.46,2.73
30228,0.33,Ideal,E,VS2,62.6,57,60298.2,4.37,4.42,2.75
30229,0.33,Premium,E,VS2,61.7,60,60298.2,4.4,4.45,2.73
30230,0.33,Ideal,E,VS2,61.9,56,60298.2,4.4,4.45,2.74
30231,0.33,Ideal,E,VS2,61.2,56,60298.2,4.45,4.47,2.73
30232,0.33,Ideal,E,VS2,62.3,57,60298.2,4.4,4.43,2.75
30233,0.33,Ideal,E,VS2,60.5,56,60298.2,4.48,4.51,2.72
30234,0.33,Ideal,E,VS2,61.9,54,60298.2,4.42,4.47,2.75
30235,0.33,Ideal,E,VS2,60.8,57,60298.2,4.45,4.47,2.71
30236,0.33,Ideal,E,VS2,62.4,55,60298.2,4.4,4.42,2.75
30237,0.33,Ideal,E,VS2,61.9,56,60298.2,4.43,4.46,2.75
30238,0.33,Ideal,E,VS2,61.1,56,60298.2,4.45,4.48,2.73
30239,0.33,Ideal,E,VS2,61.6,57,60298.2,4.44,4.46,2.74
30240,0.33,Ideal,E,VS2,62.3,57,60298.2,4.37,4.43,2.74
30241,0.4,Good,F,VS2,64.1,56,60298.2,4.65,4.71,3
30242,0.33,Ideal,E,VS2,61.5,57,60298.2,4.41,4.47,2.73
30243,0.33,Ideal,F,VS1,61.2,56,60298.2,4.46,4.49,2.74
30244,0.33,Ideal,E,VS2,62.1,56,60298.2,4.4,4.45,2.75
30245,0.33,Ideal,D,VS2,61.7,55,60381.6,4.46,4.48,2.76
30246,0.33,Good,F,VVS1,60.2,64,60381.6,4.47,4.5,2.7
30247,0.26,Very Good,F,VVS1,63.3,57,60381.6,4.07,4.05,2.57
30248,0.26,Ideal,E,VVS2,62.5,55,60381.6,4.09,4.07,2.55
30249,0.26,Premium,E,VVS2,61.7,61,60381.6,4.12,4.08,2.53
30250,0.26,Premium,E,VVS2,60.8,61,60381.6,4.13,4.12,2.51
30251,0.26,Premium,E,VVS2,58.9,61,60381.6,4.19,4.16,2.46
30252,0.26,Good,D,VVS2,63.6,56,60381.6,4.09,4.06,2.59
30253,0.34,Very Good,F,VVS2,59.6,60,60381.6,4.54,4.59,2.72
30254,0.43,Premium,G,SI1,62.6,59,60381.6,4.8,4.82,3.01
30255,0.3,Very Good,G,VVS1,60.7,56,60465,4.32,4.35,2.63
30256,0.31,Very Good,E,VVS1,60.4,61,60465,4.34,4.4,2.64
30257,0.31,Very Good,E,VVS1,62.5,59,60465,4.3,4.34,2.7
30258,0.35,Very Good,G,VS1,59.2,60,60465,4.59,4.64,2.73
30259,0.34,Very Good,D,VS1,59.8,57,60465,4.54,4.59,2.73
30260,0.4,Very Good,E,SI1,63,57,60465,4.68,4.71,2.96
30261,0.31,Ideal,E,VVS1,59.8,60,60465,4.38,4.42,2.63
30262,0.4,Ideal,H,VS2,61.4,55,60465,4.76,4.78,2.93
30263,0.4,Ideal,H,VS2,61.9,55,60465,4.73,4.75,2.93
30264,0.36,Ideal,G,VS1,61.5,58,60465,4.59,4.61,2.83
30265,0.32,Ideal,F,VS1,61.3,55,60465,4.4,4.44,2.71
30266,0.36,Ideal,G,SI1,61.8,55,60465,4.58,4.61,2.84
30267,0.31,Good,E,VVS1,60.9,61,60465,4.32,4.35,2.64
30268,0.3,Very Good,F,VS2,63.4,59,60465,4.25,4.23,2.69
30269,0.3,Premium,G,VS1,60.8,61,60465,4.34,4.31,2.63
30270,0.3,Premium,G,VS1,60.2,62,60465,4.31,4.3,2.59
30271,0.31,Good,H,SI1,63.1,57,37196.4,4.31,4.34,2.73
30272,0.31,Very Good,H,SI1,59,57,37196.4,4.4,4.44,2.61
30273,0.31,Very Good,H,SI1,60.5,60,37196.4,4.33,4.4,2.64
30274,0.31,Ideal,I,VS2,62.1,53.7,37279.8,4.37,4.4,2.72
30275,0.31,Ideal,I,VS2,62.3,53.8,37279.8,4.32,4.36,2.7
30276,0.26,Ideal,F,SI1,61.8,55,37279.8,4.12,4.14,2.55
30277,0.23,Good,F,VS2,63.8,57,37279.8,3.93,3.84,2.48
30278,0.3,Very Good,D,SI2,61.2,60,37279.8,4.28,4.31,2.63
30279,0.3,Very Good,D,SI2,61.4,59,37279.8,4.26,4.31,2.63
30280,0.3,Very Good,D,SI2,62.4,59,37279.8,4.25,4.28,2.66
30281,0.3,Very Good,G,SI1,61,57,37279.8,4.31,4.34,2.64
30282,0.34,Very Good,I,SI1,59.2,61,37279.8,4.57,4.58,2.71
30283,0.34,Very Good,I,SI1,61.3,61,37279.8,4.45,4.49,2.74
30284,0.34,Very Good,F,SI2,60,62,37279.8,4.51,4.55,2.72
30285,0.34,Premium,F,SI2,60,58,37279.8,4.55,4.58,2.74
30286,0.34,Very Good,J,VS1,61.7,58,37279.8,4.41,4.47,2.74
30287,0.34,Very Good,F,SI2,63,58,37279.8,4.45,4.47,2.81
30288,0.3,Very Good,G,SI1,62.6,57,37279.8,4.25,4.34,2.69
30289,0.3,Premium,D,SI2,60.9,58,37279.8,4.29,4.32,2.62
30290,0.3,Good,G,SI1,63.8,56,37279.8,4.26,4.3,2.73
30291,0.3,Very Good,G,SI1,59.8,57,37279.8,4.32,4.37,2.6
30292,0.34,Good,F,SI2,63.3,54,37279.8,4.46,4.48,2.83
30293,0.3,Good,D,SI2,63.3,57,37279.8,4.26,4.3,2.71
30294,0.34,Ideal,F,SI2,60.1,56,37279.8,4.54,4.55,2.73
30295,0.34,Premium,I,SI1,60.2,59,37279.8,4.52,4.55,2.73
30296,0.3,Very Good,G,SI1,60.1,62,37279.8,4.35,4.37,2.62
30297,0.3,Very Good,D,SI2,63,55,37279.8,4.25,4.26,2.68
30298,0.3,Premium,D,SI2,62.4,58,37279.8,4.28,4.31,2.68
30299,0.3,Ideal,D,SI2,61.1,55,37279.8,4.32,4.35,2.65
30300,0.3,Very Good,D,SI2,61,61,37279.8,4.25,4.31,2.61
30301,0.3,Premium,G,VS1,62,60,60465,4.31,4.27,2.66
30302,0.3,Very Good,G,VS1,63.3,56,60465,4.31,4.28,2.72
30303,0.3,Very Good,G,VS1,63.4,55,60465,4.32,4.26,2.72
30304,0.3,Very Good,G,VS1,63.5,58,60465,4.26,4.21,2.69
30305,0.34,Premium,F,VS1,60,59,60465,4.59,4.55,2.74
30306,0.41,Very Good,E,SI1,60.4,58,60465,4.75,4.79,2.88
30307,0.41,Very Good,E,SI1,61,61,60465,4.74,4.77,2.9
30308,0.44,Ideal,J,VVS2,62.1,55,60548.4,4.88,4.91,3.04
30309,0.38,Ideal,G,VS2,60.4,57,60548.4,4.68,4.71,2.83
30310,0.34,Ideal,F,VS2,61.5,55,60548.4,4.53,4.57,2.8
30311,0.34,Ideal,F,VS2,62.1,56,60548.4,4.48,4.51,2.79
30312,0.31,Ideal,E,VS1,62.1,54.2,60548.4,4.31,4.35,2.69
30313,0.4,Ideal,D,SI1,61.3,56,60548.4,4.75,4.78,2.92
30314,0.4,Ideal,D,SI1,61.3,57,60548.4,4.74,4.79,2.92
30315,0.43,Premium,I,SI2,59.8,59,60548.4,4.94,4.9,2.94
30316,0.36,Premium,G,VS1,62.2,59,60548.4,4.53,4.57,2.83
30317,0.36,Ideal,F,VS2,62,55,60548.4,4.55,4.58,2.83
30318,0.36,Premium,H,VVS2,60.6,58,60548.4,4.58,4.6,2.78
30319,0.36,Premium,G,VS1,61.7,59,60548.4,4.55,4.59,2.82
